1,157,0.1681,0.229,0.11996962797982595,0.8927128112811281,84,0,16
1,313,0.1831,0.3101,0.1292539991083425,0.8548017601760176,77,1,38
1,469,0.1875,0.2757,0.13354101293278106,0.869920692069207,83,1,55
1,625,0.1895,0.2834,0.13019067204498058,0.8752915891589159,87,2,67
1,781,0.1948,0.1897,0.1298558005083401,0.9093708770877088,87,2,80
1,937,0.1826,0.1735,0.1224490058523702,0.9119102310231023,85,2,95
1,1093,0.1889,0.1447,0.12671878699381842,0.9235987398739874,88,2,107
1,1249,0.1884,0.1724,0.1266177727621236,0.9147559555955596,86,2,121
1,1405,0.1867,0.1809,0.12702029852684432,0.9096125812581258,79,2,142
1,1561,0.183,0.1805,0.1212585930236314,0.9058214421442145,74,2,168
1,1563,0.1827,0.1803,0.12082407143205633,0.9061742774277428,76,3,168
