1,157,0.2744,0.1869,0.1251743135163267,0.8588904290429042,86,0,14
1,313,0.2603,0.2051,0.11763553359909965,0.8542957895789579,82,0,32
1,469,0.2709,0.1745,0.12134098052784147,0.8627290329032903,91,0,41
1,625,0.2759,0.1533,0.12135462251659396,0.8661362336233623,76,0,65
1,781,0.278,0.1487,0.12316526667777279,0.868619901990199,79,0,86
1,937,0.2812,0.1549,0.1218586055024675,0.8668372437243724,89,0,97
1,1093,0.2846,0.1565,0.12372069053862685,0.8686025202520252,93,0,104
1,1249,0.2714,0.1651,0.11144042138797321,0.8643583758375838,84,0,120
1,1405,0.277,0.1583,0.11917034366777342,0.8712926492649264,87,0,133
1,1561,0.272,0.1901,0.11341241630900971,0.8602897489748975,86,0,147
1,1563,0.2721,0.1897,0.11312974825851276,0.8603560556055606,89,0,147
