1,104,0.6405585913782635,0.5980570734669095,0.5601819879405274,0.7915123856402266,17,18,15
1,207,0.6017000607164542,0.7510625379477839,0.5999841948064287,0.7838545874121438,11,45,26
1,310,0.5458409228901032,0.8542805100182149,0.631236381016588,0.7783827290828864,7,71,32
1,413,0.5476624165148756,0.9064966605950212,0.6356621420534443,0.7852836004340894,9,99,39
1,516,0.5780206435944141,0.8785670916818458,0.627526963851545,0.7916665744484799,13,126,39
1,619,0.5591985428051002,0.8154219793564056,0.6005642537282051,0.8046796672177625,9,156,50
1,722,0.5640558591378263,0.9095324833029751,0.6622766276503833,0.7873227289796021,7,174,57
1,825,0.5725561627200971,0.9004250151791136,0.6558145753097958,0.7896348233579077,10,204,57
1,928,0.5792349726775956,0.8943533697632058,0.6616672986489281,0.7933744552671709,9,234,65
1,1030,0.6023072252580449,0.7516697024893746,0.6089640971989401,0.7913899198882168,14,261,65
